,0
aX,-11.106076740035693
aY,-72.77830458060677
aZ,-958.492983343248
gX,0.16462522308149913
gY,0.0484681737061273
gZ,-0.034660916121356335
mX,0.6220404521118382
mY,24.2011748958953
mZ,-41.61902141582392
imu_degC,24.84220999405116
output_Hz,9.972968768590126
